accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Boronia clavata,M0_floral_phenotype,floral_form,other_described,"pale, yellowish green, four-petalled flowers.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Boronia_clavata,"pale, yellowish green, four-petalled flowers.",species_direct,unknown,unreviewed_llm_extraction,"pale, yellowish green, four-petalled flowers.",src_df4839211e63bdcbed42,daa356a5e7c2abc3149ad8aed42e75f1a907f7a41e33b6aa963da8ffaea1eb73,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Buddleja globosa,M0_floral_phenotype,flower_primary_color,yellow_orange,The deep-yellow to orange leafy-bracted inflorescences,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Buddleja_globosa,The deep-yellow to orange leafy-bracted inflorescences,species_direct,unknown,unreviewed_llm_extraction,The deep-yellow to orange leafy-bracted inflorescences,src_30ef337e051c2d9084f7,82d2701e5ce55e180bfb3f187e61721138c0cf4e37a3cb56af0c1755ea48e35f,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Buddleja globosa,M0_floral_phenotype,flower_primary_color,yellow_orange,"Its striking sweetly scented flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange with globose or spherical heads that appear in terminal clusters.",reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/buddleja-globosa/,"Its striking sweetly scented flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange with globose or spherical heads that appear in terminal clusters.",species_direct,unknown,unreviewed_llm_extraction,"Its striking sweetly scented flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange with globose or spherical heads that appear in terminal clusters.",src_9b11f1f98fee828a3e44,1307c47b01e57313d4f4b8fa18c626e21ff336717217007a13ea8b38f89a977a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Buddleja globosa,M0_floral_phenotype,floral_form,tubular,"flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange",reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/buddleja-globosa/,"flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange",species_direct,unknown,unreviewed_llm_extraction,"flowers appear on the previous season's wood and are small, tubular, bright, yellowish-orange",src_9b11f1f98fee828a3e44,1307c47b01e57313d4f4b8fa18c626e21ff336717217007a13ea8b38f89a977a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Agrostemma githago,M0_floral_phenotype,flower_primary_color,red_pink,Kronblaetter violettrot,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3085368,Kronblaetter violettrot,species_direct,unknown,unreviewed_llm_extraction,Kronblaetter violettrot,src_d36b48143ad2a3ffaa99,5f690d95918646d702713c9bea933f9157f0341064f21ceb932b50a299c934a1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Agrostemma githago,M0_floral_phenotype,floral_form,tubular,Kelch roehrenfoermig,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3085368,Kelch roehrenfoermig,species_direct,unknown,unreviewed_llm_extraction,Kelch roehrenfoermig,src_d36b48143ad2a3ffaa99,5f690d95918646d702713c9bea933f9157f0341064f21ceb932b50a299c934a1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Agrostemma githago,M0_floral_phenotype,flower_primary_color,red_pink,Kronblaetter violettrot,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3085368,Kronblaetter violettrot,species_direct,unknown,unreviewed_llm_extraction,Kronblaetter violettrot,src_d09fae400ceb41d79f53,cd55d9849b1cfcf9ee9d487bcba9964f5582f4b778ebab571fdeec892ef46e7a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Agrostemma githago,M0_floral_phenotype,floral_form,tubular,Kelch roehrenfoermig,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/3085368,Kelch roehrenfoermig,species_direct,unknown,unreviewed_llm_extraction,Kelch roehrenfoermig,src_d09fae400ceb41d79f53,cd55d9849b1cfcf9ee9d487bcba9964f5582f4b778ebab571fdeec892ef46e7a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Agrostemma githago,M0_floral_phenotype,flower_primary_color,multicolored_variable,Its few branches are each tipped with a single deep pink to purple flower.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Agrostemma_githago,Its few branches are each tipped with a single deep pink to purple flower.,species_direct,unknown,unreviewed_llm_extraction,Its few branches are each tipped with a single deep pink to purple flower.,src_1fb060c78da592b0bdce,d24967aca1aa941d33c2123bd04a743073e9961f9af659252ffca59af62deb84,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Agrostemma githago,M0_floral_phenotype,floral_form,tubular,The five narrow pointed sepals exceed the petals and are joined at the base to form a rigid tube with ten ribs.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Agrostemma_githago,The five narrow pointed sepals exceed the petals and are joined at the base to form a rigid tube with ten ribs.,species_direct,unknown,unreviewed_llm_extraction,The five narrow pointed sepals exceed the petals and are joined at the base to form a rigid tube with ten ribs.,src_1fb060c78da592b0bdce,d24967aca1aa941d33c2123bd04a743073e9961f9af659252ffca59af62deb84,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Agrostemma githago,M0_floral_phenotype,flower_primary_color,multicolored_variable,Flower Color: Black Pink Purple/Lavender,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/agrostemma-githago/,Flower Color: Black Pink Purple/Lavender,species_direct,unknown,unreviewed_llm_extraction,Flower Color: Black Pink Purple/Lavender,src_d37aa2f903b53ed635ba,74a8ee6c693d1c8cfcd143594d9057e388212f76554db974b12f1cc5e72aed69,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Agrostemma githago,M0_floral_phenotype,floral_form,other_described,Flower Shape: Cup,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/agrostemma-githago/,Flower Shape: Cup,species_direct,unknown,unreviewed_llm_extraction,Flower Shape: Cup,src_d37aa2f903b53ed635ba,74a8ee6c693d1c8cfcd143594d9057e388212f76554db974b12f1cc5e72aed69,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Albizia versicolor,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Bees.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Albizia+versicolor,Pollinators. Bees.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Bees.,src_c5c0a313b5760563f312,d61887e4446b65ee6c8b1aad7ef49fda7a041d3a4f4fa89dce82689ff0bfcc52,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Alocasia infernalis,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Two paired flowers, pale green or tinged purple, are borne together",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alocasia_infernalis,"Two paired flowers, pale green or tinged purple, are borne together",species_direct,unknown,unreviewed_llm_extraction,"Two paired flowers, pale green or tinged purple, are borne together",src_bd4bf2770bb9c14fb0e8,ebc09e5a7d77a3adf33848bd908c349535615c3ff3783a2ed0120fa35b4d9173,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Anthyllis vulneraria,M0_floral_phenotype,flower_primary_color,multicolored_variable,"flors grogues. de color de rosa, Pllrpúries o bicolors;",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5352367,"flors grogues. de color de rosa, Pllrpúries o bicolors;",species_direct,unknown,unreviewed_llm_extraction,"flors grogues. de color de rosa, Pllrpúries o bicolors;",src_fd2a603a189a58639e36,7aac51dca505bde2fe4bcb6d4f46fe5f9616c73e66c9a154c0cfabab2ab69c82,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Anthyllis vulneraria,M0_floral_phenotype,floral_form,composite_head,glomèruls multiflors,reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5352367,glomèruls multiflors,species_direct,unknown,unreviewed_llm_extraction,glomèruls multiflors,src_fd2a603a189a58639e36,7aac51dca505bde2fe4bcb6d4f46fe5f9616c73e66c9a154c0cfabab2ab69c82,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Anthyllis vulneraria,M0_floral_phenotype,floral_form,composite_head,"Blueten in dichten, kopfigen Bluetenstaenden",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5352367,"Blueten in dichten, kopfigen Bluetenstaenden",species_direct,unknown,unreviewed_llm_extraction,"Blueten in dichten, kopfigen Bluetenstaenden",src_708687139640b0ace523,fc3e73a297c9395b4bc0d8ad3271e296c572ae744c3d79f6b9ce3178ae60d642,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Anthyllis vulneraria,M0_floral_phenotype,floral_form,composite_head,"Blueten in dichten, kopfigen Bluetenstaenden",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5352367,"Blueten in dichten, kopfigen Bluetenstaenden",species_direct,unknown,unreviewed_llm_extraction,"Blueten in dichten, kopfigen Bluetenstaenden",src_5bd798bc469cf5e5aaa1,160530046d7509b89f633e5decc0ab7639ea833579962f8c3f35466a13a8fa6e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Anthyllis vulneraria,M0_floral_phenotype,flower_primary_color,multicolored_variable,"The petals are yellow in most sub-species, but red in A. vulneraria var. coccinea.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Anthyllis_vulneraria,"The petals are yellow in most sub-species, but red in A. vulneraria var. coccinea.",species_direct,unknown,unreviewed_llm_extraction,"The petals are yellow in most sub-species, but red in A. vulneraria var. coccinea.",src_a0161067b1bfd1bf4fab,dcad887e74ccecac4cde6c205e6d9fa1a59d76246e90a2d97cf44e00a18171af,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Anthyllis vulneraria,M0_floral_phenotype,floral_form,composite_head,The flower heads are spherical in shape and 10–20 millimetres (0.39–0.79 in) long.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Anthyllis_vulneraria,The flower heads are spherical in shape and 10–20 millimetres (0.39–0.79 in) long.,species_direct,unknown,unreviewed_llm_extraction,The flower heads are spherical in shape and 10–20 millimetres (0.39–0.79 in) long.,src_a0161067b1bfd1bf4fab,dcad887e74ccecac4cde6c205e6d9fa1a59d76246e90a2d97cf44e00a18171af,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Achimenes erecta,M0_floral_phenotype,flower_primary_color,red_pink,It produces a display of bright red flowers and dark green foliage.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Achimenes_erecta,It produces a display of bright red flowers and dark green foliage.,species_direct,unknown,unreviewed_llm_extraction,It produces a display of bright red flowers and dark green foliage.,src_2c6c8cd421f947c72e02,315da6babe80ef4057d55e75e75ba64e9f956c7d5672284e8e021d5576d8e258,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
